	Scientific Name	Common Name	Region	Family	First Listed	Taxonomic Group	Status	Type
272	Amsonia glaberrima	Smooth blue-star	LA, TX	apocynaceae		Flowering Plants	Not Listed	P
273	Amsonia grandiflora	 blue-star	AZ	apocynaceae		Flowering Plants	Not Listed	P
274	Amsonia kearneyana	Kearney's blue-star	AZ	apocynaceae	1989.0	Flowering Plants	Endangered	P
275	Amsonia ludoviciana	Louisiana blue-star	GA, LA, MS	apocynaceae		Flowering Plants	Not Listed	P
276	Amsonia palmeri	 blue-star	AZ	apocynaceae		Flowering Plants	Not Listed	P
277	Amsonia peeblesii	 blue-star	AZ	apocynaceae		Flowering Plants	Not Listed	P
278	Amsonia repens	 blue-star	TX	apocynaceae		Flowering Plants	Not Listed	P
279	Amsonia tabernaemontana gattingeri		TN	apocynaceae		Flowering Plants	Not Listed	P
280	Amsonia tharpii	Tharp blue-star	NM, TX	apocynaceae		Flowering Plants	Under Review in the Candidate or Petition Process	P
281	anacolia menziesii	Menzies' anacolia moss		bartamiaceae		Lichens	Not Listed	P
282	Anacroneuria wipukupa	Redrock stonefly	AZ	perlidae		Insects	Under Review in the Candidate or Petition Process	I
283	Anaea troglodyta floridalis	Florida leafwing Butterfly	FL	nymphalidae	2014.0	Insects	Endangered	I
284	Anas bahamensis	White-cheeked pintail		anatidae		Birds	Not Listed	V
285	Anas bahamensis bahamensis	Lesser white-cheeked pintail	PR, VI	anatidae		Birds	Not Listed	V
286	Anas diazi	Mexican duck	AZ, NM, TX	anatidae	1967.0	Birds		V
287	Anas laysanensis	Laysan duck	HI	anatidae	1967.0	Birds	Endangered	V
288	Anas oustaleti	Mariana mallard	GU, MP	anatidae	1977.0	Birds	Extinction	V
289	Anas wyvilliana	Hawaiian (=koloa) Duck	HI	anatidae	1967.0	Birds	Endangered	V
290	Anaxyrus boreas boreas	Boreal toad		bufonidae		Amphibians	Not Listed	V
291	Anaxyrus boreas boreas	Boreal toad	CO, WY	bufonidae		Amphibians	Under Review in the Candidate or Petition Process	V
292	Anaxyrus californicus	Arroyo (=arroyo southwestern) toad	CA	bufonidae	1994.0	Amphibians	Endangered	V
293	Anaxyrus canorus	Yosemite toad	CA, NV	bufonidae	2014.0	Amphibians	Threatened	V
294	Anchotefflus gracilis	Gracile anchotefflus ground beetle	HI	carabidae		Insects	Not Listed	I
295	Andropogon arctatus	 beard grass	AL, FL	poaceae		Flowering Plants	Not Listed	P
296	Aneides aeneus	Green salamander	GA, NC, SC	plethodontidae		Amphibians	Under Review in the Candidate or Petition Process	V
297	Aneides hardii	Sacramento mountain salamander	NM	plethodontidae		Amphibians	Not Listed	V
298	Anemone edwardsiana edwardsiana	 anemone	TX	ranunculaceae		Flowering Plants	Not Listed	P
299	Anemone edwardsiana petraea	Edge Falls anemone	TX	ranunculaceae		Flowering Plants	Not Listed	P
300	Anemone minima	 anemone	VA, WV	ranunculaceae		Flowering Plants	Not Listed	P
301	Anemone oregana felix	 anemone	OR, WA	ranunculaceae		Flowering Plants	Not Listed	P
302	Angelica callii	Call's angelica	CA	apiaceae		Flowering Plants	Not Listed	P
303	Angelica scabrida		NV	apiaceae		Flowering Plants	Not Listed	P
304	Angelica wheeleri		UT	apiaceae		Flowering Plants	Not Listed	P
305	Anguilla rostrata	American eel	AL, AR, CT, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, PA, RI, SC, TN, TX, VA, VT	anguillidae		Fishes	Not Listed	V
306	Anguispira picta	Painted snake coiled forest snail	TN	stylommataphora	1978.0	Snails	Threatened	I
307	Anheteromyia biceps	Muscular sponge	MI	spongillidae		Sponges	Not Listed	I
308	Anisocarpus scabridus	Scabrid railardella	CA	asteraceae		Flowering Plants	Not Listed	P
309	Anniella pulchra nigra	Black legless lizard	CA	anniellidae		Reptiles	Not Listed	V
310	Anniella pulchra pulchra	Silvery legless lizard	CA	anniellidae		Reptiles	Not Listed	V
311	Anoda abutiloides	False indian-mallow	AZ	malvaceae		Flowering Plants	Not Listed	P
312	Anodonta californiensis	California floater	AZ, CA, ID, NV, OR, UT, WA	unionidae		Clams	Not Listed	I
313	Anodonta heardi	Apalachicola floater	AL, GA	unionidae		Clams	Not Listed	I
314	Anodontoides denigrata	Cumberland papershell	KY, TN	unionidae		Clams	Not Listed	I
315	Anodontoides radiatus	Rayed creekshell	AL, FL, GA, LA, MS	unionidae		Clams	Under Review in the Candidate or Petition Process	I
316	Anolis occultus	Puerto Rican pygmy anole	PR, VI	iguanidae		Reptiles	Not Listed	V
317	Anolis roosevelti	Culebra Island giant anole	PR	iguanidae	1977.0	Reptiles	Endangered	V
318	Anomala exigua	Exiguous anomalan scarab	FL	scarabaeidae		Insects	Not Listed	I
319	Anomala eximia	Archbold anomalan scarab	FL	scarabaeidae		Insects	Not Listed	I
320	Anomala hardyorum	Hardy's dune beetle		scarabaeidae		Insects	Not Listed	I
321	Anomala tibialis	Tibial scarab	TX	scarabaeidae		Insects	Not Listed	I
322	Anomis vulpicolor	Red anomis noctuid moth	HI	noctuidae		Insects	Not Listed	I
323	Anoxypristis cuspidata	Narrow sawfish		pristidae	2015.0	Fishes	Endangered	V
324	Anser albifrons elgasi	Tule white-fronted goose	AK, CA, OR	anatidae	1967.0	Birds	Not Listed	V
325	Antecaridina lauensis	Anchialine pool shrimp	HI	atyidae		Crustaceans	Not Listed	I
326	Antennaria arcuata	Meadow pussytoes	ID, NV, WY	asteraceae		Flowering Plants	Not Listed	P
327	Antennaria aromatica		MT, OR, WY	asteraceae		Flowering Plants	Not Listed	P
328	Antennaria soliceps		NV	asteraceae		Flowering Plants	Not Listed	P
329	Antennaria suffrutescens	Evergreen everlasting	CA, OR	asteraceae		Flowering Plants	Not Listed	P
330	Anthicus antiochensis	Antioch Dunes anthicid	CA	anthicidae		Insects	Not Listed	I
331	Anthicus sacramento	Sacramento anthicid	CA	anthicidae		Insects	Not Listed	I
332	Anthocharis cethura catalina	Catalina orange tip butterfly	CA	pieridae		Insects	Not Listed	I
333	Anthus spragueii	Sprague's pipit	AR, AZ, KS, LA, MN, MS, MT, ND, NM, OK, SD, TX	motacillidae		Birds	Not Listed	V
334	Antigone canadensis ssp. pratensis	Florida sandhill crane	FL, GA	gruidae		Birds	Not Listed	V
335	Antilocapra americana sonoriensis	Sonoran pronghorn	AZ	antilocapridae	2011.0	Mammals		V
336	Antilocapra americana sonoriensis	Sonoran pronghorn	AZ	antilocapridae	1967.0	Mammals	Endangered	V
337	Antirhea portoricensis	Quina	PR, VI	rubiaceae		Flowering Plants	Not Listed	P
338	Antrobia culveri	Tumbling Creek cavesnail	MO	hydrobiidae	2002.0	Snails	Endangered	I
339	Antrolana lira	Madison Cave isopod	VA, WV	cirolanidae	1982.0	Crustaceans	Threatened	I
340	Antrorbis breweri	Manitou cavesnail	AL	hydrobiidae		Snails	Under Review in the Candidate or Petition Process	I
341	antrozous pallidus	Pallid bat		vespertilionidae		Mammals	Not Listed	V
342	anulocaulis leiosolenus	Sticky ringstem		nyctaginaceae		Flowering Plants	Not Listed	P
343	Apacheria chiricahuensis		AZ, NM	crossosomataceae		Flowering Plants	Not Listed	P
344	Apamea smythi	Smyth's apamea moth	IL, VA	noctuidae		Insects	Not Listed	I
345	Apatalestes rossi	Ross's apatalestes tabanid fly	CA	tabanidae		Insects	Not Listed	I
346	Apatania tavala	Cascades apatanian caddisfly	OR	limnephilidae		Insects	Not Listed	I
347	Aphanisma blitoides	Aphanisma	CA	chenopodiaceae		Flowering Plants	Not Listed	P
348	Aphaostracon asthenes	Blue Spring hydrobe	FL	hydrobiidae		Snails	Not Listed	I
349	Aphaostracon chalarogyrus	Freemouth Hydrobe snail	FL	hydrobiidae		Snails	Not Listed	I
350	Aphaostracon monas	Wekiwa hydrobe	FL	hydrobiidae		Snails	Not Listed	I
351	Aphaostracon pycnum	Dense hydrobe	FL	hydrobiidae		Snails	Not Listed	I
352	Aphaostracon theiocrenetum	Clifton Spring Hydrobe snail	FL	hydrobiidae		Snails	Not Listed	I
353	Aphaostracon xynoelictum	Fenney Spring hydrobe	FL	hydrobiidae		Snails	Not Listed	I
354	Aphelocoma coerulescens	Florida scrub-jay	FL	corvidae	1987.0	Birds	Threatened	V
355	Aphelocoma coerulescens cana	Eagle Mountain scrub jay	CA	corvidae		Birds	Not Listed	V
356	Aphelocoma insularis	Island Scrub-Jay		corvidae		Birds	Not Listed	V
357	Aphodius fordi	Ford's aphodius scarab	GA	scarabaeidae		Insects	Not Listed	I
358	Aphodius sp.	Sand Mountain aphodius scarab	NV	scarabaeidae		Insects	Not Listed	I
359	Aphodius sp.	Big Dune aphodius scarab	NV	scarabaeidae		Insects	Not Listed	I
360	Aphodius sp.	Crescent Dune aphodius scarab	NV	scarabaeidae		Insects	Not Listed	I
361	Aphodius troglodytes	Aphodius tortoise commensal scarab	FL, SC	scarabaeidae		Insects	Not Listed	I
362	aphrastochthonius	(Aphrastochthonius) pseudoscorpion		chthonidae		Arachnids	Not Listed	I
363	Aphrastochthonius grubbsi	Grubbs' cave pseudoscorpion	CA	chthoniidae		Arachnids	Not Listed	I
364	Aphrastochthonius similis	Carlow's Cave pseudoscorpion	CA	chthoniidae		Arachnids	Not Listed	I
365	Apios priceana	Price''s potato-bean	AL, IL, KY, MS, TN	fabaceae	1990.0	Flowering Plants	Threatened	P
366	Aplodontia rufa californica	Mountain beaver	CA	aplodontidae		Mammals	Not Listed	V
367	Aplodontia rufa nigra	Point Arena mountain beaver	CA	aplodontidae	1991.0	Mammals	Endangered	V
368	Aplodontia rufa phaea	Point Reyes mountain beaver	CA	aplodontidae		Mammals	Not Listed	V
369	Aplonis opaca	Micronesian starling		sturnidae		Birds	Not Listed	V
370	apocheiridium reddelli			cheiridiidae		Arachnids	Not Listed	I
371	Apochthonius malheuri	Malheur pseudoscorpion	OR	chthoniidae		Arachnids	Not Listed	I
372	Apochthonius paucispinosus	Dry Fork Valley cave pseudoscorpion	WV	chthoniidae		Arachnids	Not Listed	I
373	Apocynum X floribundum	Jones' dogbane	AZ	apocynaceae		Flowering Plants	Not Listed	P
374	apodemia chisosensis	chisos metalmark		riodinidae		Insects	Not Listed	I
375	Apodemia mormo langei	Lange's metalmark butterfly	CA	lycaenidae	1976.0	Insects	Endangered	I
376	Appalachia arcana	Michigan bog grasshopper	MI	acrididae		Insects	Not Listed	I
377	Apterocyclus honoluluensis	Kauai flightless stag beetle	HI	lucanidae		Insects	Not Listed	I
378	Aquila chrysaetos	Golden eagle	MT, TX	accipitridae		Birds	Not Listed	V
379	Aquilegia barnebyi		CO, UT	ranunculaceae		Flowering Plants	Not Listed	P
380	Aquilegia caerulea daileyae		CO	ranunculaceae		Flowering Plants	Not Listed	P
381	Aquilegia canadensis australis	Canadian, columbine	FL	ranunculaceae		Flowering Plants	Not Listed	P
382	Aquilegia chrysantha chaplinei	 columbine	NM, TX	ranunculaceae		Flowering Plants	Not Listed	P
383	Aquilegia chrysantha hinckleyana	Hinckley's columbine	TX	ranunculaceae		Flowering Plants	Not Listed	P
384	Aquilegia chrysantha rydbergii	 columbine	AZ, CO, NM	ranunculaceae		Flowering Plants	Not Listed	P
385	Aquilegia desertorum		AZ	ranunculaceae		Flowering Plants	Not Listed	P
386	Aquilegia grahamii	Graham's Columbine		ranunculaceae		Flowering Plants	Not Listed	P
387	Aquilegia jonesii	Jones' columbine	MT, WY	ranunculaceae		Flowering Plants	Not Listed	P
388	Aquilegia laramiensis	Laramie columbine	WY	ranunculaceae		Flowering Plants	Not Listed	P
389	Aquilegia longissima	Long spur columbine	TX	ranunculaceae		Flowering Plants	Not Listed	P
390	Aquilegia micrantha mancosana	Mancos columbine	CO	ranunculaceae		Flowering Plants	Not Listed	P
391	Aquilegia saximontana		CO	ranunculaceae		Flowering Plants	Not Listed	P
392	Arabis aculeolata	Waldo rock-cress	CA, OR	brassicaceae		Flowering Plants	Not Listed	P
393	Arabis blepharophylla	Coast rock-cress	CA	brassicaceae		Flowering Plants	Not Listed	P
394	Arabis bodiensis	Bodie Hills rock-cress	CA, NV	brassicaceae		Flowering Plants	Not Listed	P
395	Arabis breweri austinae	Chico Creek rock-cress	CA	brassicaceae		Flowering Plants	Not Listed	P
396	Arabis breweri pecuniaria	San Bernardino rock-cress	CA	brassicaceae		Flowering Plants	Not Listed	P
397	Arabis constancei	Constance's rock-cress	CA	brassicaceae		Flowering Plants	Not Listed	P
398	Arabis crandallii	 rock-cress	CO, WY	brassicaceae		Flowering Plants	Not Listed	P
399	Arabis demissa languida	Daggett, rock-cress	UT, WY	brassicaceae		Flowering Plants	Not Listed	P
400	Arabis demissa russeola	Daggett, rock-cress	CO, UT, WY	brassicaceae		Flowering Plants	Not Listed	P
401	Arabis dispar	 rock-cress	CA, NV	brassicaceae		Flowering Plants	Not Listed	P
402	Arabis falcatoria	 rock-cress	NV, UT	brassicaceae		Flowering Plants	Not Listed	P
403	Arabis falcifructa	 rock-cress	NV	brassicaceae		Flowering Plants	Not Listed	P
404	Arabis fecunda	Sapphire Mt. rock-cress	MT	brassicaceae		Flowering Plants	Not Listed	P
405	Arabis fructicosa	Fruit rock-cress	WY	brassicaceae		Flowering Plants	Not Listed	P
406	Arabis georgiana	Georgia rockcress	AL, GA	brassicaceae	2014.0	Flowering Plants	Threatened	P
407	Arabis gracilipes	 rock-cress	AZ	brassicaceae		Flowering Plants	Not Listed	P
408	Arabis gunnisoniana	 rock-cress	CO	brassicaceae		Flowering Plants	Not Listed	P
409	Arabis hoffmannii	Hoffmann's rock-cress	CA	brassicaceae	1997.0	Flowering Plants	Endangered	P
410	Arabis johnstonii	Johnston's rock-cress	CA	brassicaceae		Flowering Plants	Not Listed	P
411	Arabis koehleri koehleri	Koehler's rock-cress	OR	brassicaceae		Flowering Plants	Not Listed	P
412	Arabis koehleri stipitata	 rock-cress	CA, OR	brassicaceae		Flowering Plants	Not Listed	P
413	Arabis macdonaldiana	McDonald's rock-cress	CA, OR	brassicaceae	1978.0	Flowering Plants	Endangered	P
414	Arabis mcdonaldiana	Preston Peak rock-cress	CA, OR	brassicaceae		Flowering Plants	Not Listed	P
415	Arabis missouriensis deamii		AR, IN, MI, MO, WI	brassicaceae		Flowering Plants	Not Listed	P
416	Arabis modesta	Modest rock-cress	CA, OR	brassicaceae		Flowering Plants	Not Listed	P
417	Arabis ophira	 rock-cress	NV	brassicaceae		Flowering Plants	Not Listed	P
418	Arabis oregana	Oregon rock-cress	CA, OR	brassicaceae		Flowering Plants	Not Listed	P
419	Arabis oxylobula	Schreiber's manzanita	CO	brassicaceae		Flowering Plants	Not Listed	P
420	Arabis parishii	Parish's rock-cress	CA	brassicaceae		Flowering Plants	Not Listed	P
421	Arabis perstellata	Braun's rock-cress	KY, TN	brassicaceae	1995.0	Flowering Plants	Endangered	P
422	Arabis petiolaris	 rock-cress	TX	brassicaceae		Flowering Plants	Not Listed	P
423	Arabis pygmaea	Pygmy rock-cress	CA	brassicaceae		Flowering Plants	Not Listed	P
424	Arabis rigidissima demota	Galena Creek rock-cress	NV	brassicaceae		Flowering Plants	Not Listed	P
425	Arabis serotina	Shale barren rock cress	VA, WV	brassicaceae	1989.0	Flowering Plants	Endangered	P
426	Arabis shockleyi	Shockley's rock-cress	CA, NV, UT	brassicaceae		Flowering Plants	Not Listed	P
427	Arabis sp.	Sp. nov. ined. (Del Norte) rock-cress	CA, OR	brassicaceae		Flowering Plants	Not Listed	P
428	Arabis sp.	Sp. nov. ined. (Gray Knolls) rock-cress	UT	brassicaceae		Flowering Plants	Not Listed	P
429	Arabis suffrutescens horizontalis		OR	brassicaceae		Flowering Plants	Not Listed	P
430	Arabis tiehmii	Tiehm's rock-cress	CA, NV	brassicaceae		Flowering Plants	Not Listed	P
431	Arabis vivariensis	Park rock-cress	CO, UT	brassicaceae		Flowering Plants	Not Listed	P
432	Arabis williamsii	 rock-cress	WY	brassicaceae		Flowering Plants	Not Listed	P
433	Arborimus albipes	White-footed vole	CA, OR	muridae		Mammals	Not Listed	V
434	Arborimus longicaudus	red tree vole	OR	cricetidae		Mammals	Candidate	V
435	Arborimus pomo	California red tree vole	CA, OR	muridae		Mammals	Not Listed	V
436	Arceuthobium apachense		AZ	loranthaceae		Flowering Plants	Not Listed	P
437	Archeolarca aalbui	Aalbu's cave pseudoscorpion	CA	garypidae		Arachnids	Not Listed	I
438	Archeolarca cavicola	Grand Canyon cave pseudoscorpion	AZ	garypidae		Arachnids	Under Review in the Candidate or Petition Process	I
439	Archeolarca guadalupensis	Guadalupe cave pseudoscorpion	TX	garypidae		Arachnids	Not Listed	I
440	archeolarca welbourni			garypidae		Arachnids	Not Listed	I
441	Archoplites interruptus	Sacramento perch	CA	centrarchidae		Fishes	Not Listed	V
442	Arctocephalus townsendi	Guadalupe fur seal		phocidae	1967.0	Mammals	Threatened	V
443	Arctomecon californica	 desert-poppy	AZ, NV	papaveraceae		Flowering Plants	Not Listed	P
444	Arctomecon humilis	Dwarf Bear-poppy	UT	papaveraceae	1979.0	Flowering Plants	Endangered	P
445	Arctomecon merriamii	White bear desert-poppy	CA, NV	papaveraceae		Flowering Plants	Not Listed	P
446	Arctostaphylos andersonii	Santa Cruz manzanita	CA	ericaceae		Flowering Plants	Not Listed	P
447	Arctostaphylos auriculata	Mt. Diablo manzanita	CA	ericaceae		Flowering Plants	Not Listed	P
448	Arctostaphylos bakeri bakeri	Baker's manzanita	CA	ericaceae		Flowering Plants	Not Listed	P
449	Arctostaphylos catalinae	Santa Catalina Island manzanita	CA	ericaceae		Flowering Plants	Not Listed	P
450	Arctostaphylos confertiflora	Santa Rosa Island manzanita	CA	ericaceae	1997.0	Flowering Plants	Endangered	P
451	Arctostaphylos cruzensis	Arroyo de la Cruz manzanita	CA	ericaceae		Flowering Plants	Not Listed	P
452	Arctostaphylos densiflora	Vine Hill manzanita	CA	ericaceae		Flowering Plants	Not Listed	P
453	Arctostaphylos edmundsii	Little Sur manzanita	CA	ericaceae		Flowering Plants	Not Listed	P
454	Arctostaphylos franciscana	Franciscan manzanita	CA	ericaceae	2012.0	Flowering Plants	Endangered	P
455	Arctostaphylos gabrielensis	San Gabriel manzanita	CA	ericaceae		Flowering Plants	Not Listed	P
456	Arctostaphylos glandulosa ssp. crassifolia	Del Mar manzanita	CA	ericaceae	1996.0	Flowering Plants	Endangered	P
457	Arctostaphylos glutinosa	Schreiber's manzanita	CA	ericaceae		Flowering Plants	Not Listed	P
458	Arctostaphylos hispidula	 manzanita	CA, OR	ericaceae		Flowering Plants	Not Listed	P
459	Arctostaphylos hookeri hearstiorum	Hearsts' manzanita	CA	ericaceae		Flowering Plants	Not Listed	P
460	Arctostaphylos hookeri montana	Tamalpais manzanita	CA	ericaceae		Flowering Plants	Not Listed	P
461	arctostaphylos hookeri ssp. hookeri	Hooker's manzanita		ericaea		Flowering Plants	Not Listed	P
462	Arctostaphylos hookeri var. ravenii	Presidio Manzanita	CA	ericaceae	1979.0	Flowering Plants	Endangered	P
463	Arctostaphylos imbricata	San Bruno Mountain manzanita	CA	ericaceae		Flowering Plants	Not Listed	P
464	Arctostaphylos intricata oblongifolia	 manzanita	CA, OR	ericaceae		Flowering Plants	Not Listed	P
465	Arctostaphylos klamathensis	Klamath manzanita	CA	ericaceae		Flowering Plants	Not Listed	P
466	Arctostaphylos luciana	Santa Lucia manzanita	CA	ericaceae		Flowering Plants	Not Listed	P
467	Arctostaphylos montaraensis	Montara manzanita	CA	ericaceae		Flowering Plants	Not Listed	P
468	Arctostaphylos montereyensis	Monterrey manzanita	CA	ericaceae		Flowering Plants	Not Listed	P
469	Arctostaphylos morroensis	Morro manzanita	CA	ericaceae	1994.0	Flowering Plants	Threatened	P
470	Arctostaphylos myrtifolia	Ione manzanita	CA	ericaceae	1999.0	Flowering Plants	Threatened	P
471	Arctostaphylos nissenana	Nissenan manzanita	CA	ericaceae		Flowering Plants	Not Listed	P
472	Arctostaphylos nortensis	Del Norte manzanita	CA	ericaceae		Flowering Plants	Not Listed	P
473	Arctostaphylos osoensis	Oso manzanita	CA	ericaceae		Flowering Plants	Not Listed	P
474	Arctostaphylos otayensis	Otay manzanita	CA	ericaceae		Flowering Plants	Not Listed	P
475	Arctostaphylos pacifica	Pacific manzanita	CA	ericaceae		Flowering Plants	Not Listed	P
476	Arctostaphylos pajaroensis	Pajaroensis manzanita	CA	ericaceae		Flowering Plants	Not Listed	P
477	Arctostaphylos pallida	Pallid manzanita	CA	ericaceae	1998.0	Flowering Plants	Threatened	P
478	Arctostaphylos pechoensis	Pecho manzanita	CA	ericaceae		Flowering Plants	Not Listed	P
479	Arctostaphylos pilosula pilosula	Santa Margarita manzanita	CA	ericaceae		Flowering Plants	Not Listed	P
480	Arctostaphylos pumila	Sandmat manzanita	CA	ericaceae		Flowering Plants	Not Listed	P
481	arctostaphylos rainbowensis	Rainbow manzanita		ericaceae		Flowering Plants	Not Listed	P
482	Arctostaphylos refugioensis	Refugio manzanita	CA	ericaceae		Flowering Plants	Not Listed	P
483	Arctostaphylos rudis	Sand mesa manzanita	CA	ericaceae		Flowering Plants	Not Listed	P
484	Arctostaphylos silvicola	Bonny Doon manzanita	CA	ericaceae		Flowering Plants	Not Listed	P
485	Arctostaphylos stanfordiana raichei	Raiches manzanita	CA	ericaceae		Flowering Plants	Not Listed	P
486	Arctostaphylos tomentosa daciticola	Dacite manzanita	CA	ericaceae		Flowering Plants	Not Listed	P
487	Arctostaphylos uva-ursi leobreweri	Leo Brewer's manzanita	CA	ericaceae		Flowering Plants	Not Listed	P
488	Arctostaphylos uva-ursi marinensis	Point Reyes manzanita	CA	ericaceae		Flowering Plants	Not Listed	P
489	Arctostaphylos uva-ursi monoensis	Mono manzanita	CA	ericaceae		Flowering Plants	Not Listed	P
490	Arctostaphylos uva-ursi suborbiculata	Kamchatka Point manzanita	CA	ericaceae		Flowering Plants	Not Listed	P
491	Arctostaphylos virgata	Marin manzanita	CA	ericaceae		Flowering Plants	Not Listed	P
